Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Duration_Days,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
02/08/2013,קנדה,צפון אמריקה,רעידת אדמה,4.8 ריכטר,411,4,הרס נרחב,21,48030,141,גבוהה,כן
30/01/2016,יפן,אסיה,הוריקן,דרגה 3,3740,12,קריסת מערכות מוחלטת,261,27519,746,קריטית,כן
14/02/2021,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,2769,57,נזק קל בלבד,168,39029,222,קריטית,כן
21/10/2012,איטליה,אירופה,הוריקן,דרגה 5,11025,13,נזק קל בלבד,170,11398,323,קריטית,כן
19/12/2009,צ'ילה,דרום אמריקה,צונאמי,גלים בגובה 8 מטר,119,1,נזק קל בלבד,218,28999,985,קריטית,כן
17/05/2021,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 6 מטר,178,1,קריסת מערכות מוחלטת,211,6450,339,קריטית,כן
17/05/2003,אוסטרליה,אוקיאניה,רעידת אדמה,5.4 ריכטר,721,1,נזק חלקי לתשתיות,7,11555,725,גבוהה,כן
16/11/2013,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,19453,43,נזק חלקי לתשתיות,217,27049,1543,קריטית,כן
23/02/2016,טורקיה,אירופה,הוריקן,דרגה 1,7542,10,נזק קל בלבד,274,43761,524,קריטית,כן
10/08/2018,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,24514,36,נזק חלקי לתשתיות,228,7657,1604,קריטית,כן
26/02/2006,איטליה,אירופה,רעידת אדמה,6.4 ריכטר,354,1,הרס נרחב,110,29886,838,גבוהה,כן
23/01/2004,צ'ילה,דרום אמריקה,צונאמי,גלים בגובה 4 מטר,147,3,קריסת מערכות מוחלטת,175,18107,1946,קריטית,כן
11/07/2008,קנדה,צפון אמריקה,הוריקן,דרגה 1,5174,14,הרס נרחב,187,4632,109,קריטית,כן
12/05/2008,יפן,אסיה,שיטפון,מפלס מים 1.6 מטר,660,10,קריסת מערכות מוחלטת,18,33855,834,קריטית,כן
31/08/2006,מקסיקו,צפון אמריקה,רעידת אדמה,7.1 ריכטר,541,3,קריסת מערכות מוחלטת,73,49067,503,קריטית,כן
11/02/2021,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 0.6 מטר,1591,4,הרס נרחב,78,37014,1703,קריטית,כן
03/08/2014,יפן,אסיה,הוריקן,דרגה 5,6369,5,קריסת מערכות מוחלטת,54,3700,1046,קריטית,כן
13/08/2020,הודו,אסיה,צונאמי,גלים בגובה 13 מטר,196,1,קריסת מערכות מוחלטת,253,7692,1948,קריטית,כן
09/11/2012,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 1.1 מטר,1094,14,הרס נרחב,285,45679,369,קריטית,כן
04/11/2010,טורקיה,אירופה,שריפת יער,סכנה קיצונית,13698,21,נזק חלקי לתשתיות,111,48407,179,גבוהה,לא
13/10/2006,איטליה,אירופה,צונאמי,גלים בגובה 5 מטר,157,2,הרס נרחב,83,11579,612,גבוהה,כן
29/01/2004,טורקיה,אירופה,רעידת אדמה,6.9 ריכטר,535,3,קריסת מערכות מוחלטת,108,34633,578,קריטית,כן
25/01/2018,קנדה,צפון אמריקה,צונאמי,גלים בגובה 6 מטר,296,2,קריסת מערכות מוחלטת,222,29137,59,קריטית,כן
13/03/2014,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,13761,6,נזק חלקי לתשתיות,253,27876,1503,קריטית,כן
24/12/2019,קנדה,צפון אמריקה,הוריקן,דרגה 1,3800,14,נזק קל בלבד,119,38326,1059,גבוהה,לא
25/06/2003,צ'ילה,דרום אמריקה,רעידת אדמה,7.1 ריכטר,791,1,נזק קל בלבד,269,43218,976,קריטית,כן
17/04/2019,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,6356,34,הרס נרחב,297,25869,1599,קריטית,כן
19/02/2000,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,5175,31,נזק קל בלבד,197,34910,1186,קריטית,כן
13/05/2011,איטליה,אירופה,שריפת יער,סכנה קיצונית,1191,28,קריסת מערכות מוחלטת,211,5099,1391,קריטית,כן
16/11/2005,יפן,אסיה,שריפת יער,סכנה קיצונית,20136,11,קריסת מערכות מוחלטת,147,40848,600,קריטית,כן
07/04/2011,איטליה,אירופה,צונאמי,גלים בגובה 14 מטר,51,2,קריסת מערכות מוחלטת,231,18444,1176,קריטית,כן
23/09/2000,אינדונזיה,אסיה,רעידת אדמה,6.6 ריכטר,84,3,קריסת מערכות מוחלטת,246,7324,826,קריטית,כן
15/07/2013,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 1.3 מטר,670,5,נזק קל בלבד,207,34175,1508,קריטית,כן
10/07/2001,טורקיה,אירופה,שריפת יער,סכנה קיצונית,3380,22,נזק קל בלבד,143,20931,274,גבוהה,לא
30/10/2005,טורקיה,אירופה,שיטפון,מפלס מים 2.1 מטר,119,29,קריסת מערכות מוחלטת,33,32397,886,קריטית,כן
17/05/2021,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 4 מטר,273,3,קריסת מערכות מוחלטת,46,24132,1802,קריטית,כן
04/01/2025,צ'ילה,דרום אמריקה,רעידת אדמה,6.4 ריכטר,564,4,נזק חלקי לתשתיות,298,24095,1991,קריטית,כן
18/06/2012,מקסיקו,צפון אמריקה,רעידת אדמה,5.3 ריכטר,381,1,קריסת מערכות מוחלטת,65,30572,113,קריטית,כן
23/07/2005,הודו,אסיה,שיטפון,מפלס מים 4.0 מטר,2490,20,נזק קל בלבד,154,48959,1288,קריטית,כן
20/06/2000,יפן,אסיה,רעידת אדמה,5.8 ריכטר,696,2,הרס נרחב,164,28420,814,קריטית,כן
14/04/2008,הודו,אסיה,שריפת יער,סכנה קיצונית,7132,45,נזק קל בלבד,69,22718,1127,גבוהה,כן
07/05/2022,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,7881,8,הרס נרחב,245,48731,1991,קריטית,כן
13/11/2010,איטליה,אירופה,צונאמי,גלים בגובה 7 מטר,80,3,קריסת מערכות מוחלטת,92,35393,1218,קריטית,כן
06/11/2011,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 6 מטר,187,2,קריסת מערכות מוחלטת,101,2182,326,קריטית,כן
26/06/2023,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 3.0 מטר,2906,21,נזק קל בלבד,268,45462,1444,קריטית,כן
27/02/2011,טורקיה,אירופה,צונאמי,גלים בגובה 10 מטר,65,2,קריסת מערכות מוחלטת,115,27531,717,קריטית,כן
09/09/2024,קנדה,צפון אמריקה,שיטפון,מפלס מים 0.9 מטר,1630,20,נזק חלקי לתשתיות,19,2801,1627,קריטית,כן
07/06/2017,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,8043,38,נזק קל בלבד,85,14239,161,גבוהה,לא
07/08/2019,הודו,אסיה,רעידת אדמה,7.0 ריכטר,796,3,הרס נרחב,58,49200,574,גבוהה,לא
04/10/2019,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,19653,47,נזק קל בלבד,114,16785,1679,קריטית,כן
08/11/2000,קנדה,צפון אמריקה,הוריקן,דרגה 1,9339,6,נזק קל בלבד,184,10901,238,קריטית,כן
17/07/2018,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 2.2 מטר,811,21,נזק חלקי לתשתיות,174,32987,1309,קריטית,כן
05/02/2012,יפן,אסיה,צונאמי,גלים בגובה 6 מטר,143,1,הרס נרחב,20,13936,1990,קריטית,כן
21/06/2006,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 0.9 מטר,188,6,נזק קל בלבד,257,28972,100,קריטית,כן
09/11/2025,צ'ילה,דרום אמריקה,צונאמי,גלים בגובה 2 מטר,76,2,קריסת מערכות מוחלטת,246,17296,1315,קריטית,כן
13/10/2015,הודו,אסיה,רעידת אדמה,5.1 ריכטר,522,1,נזק קל בלבד,24,20423,1948,קריטית,כן
15/06/2001,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,19987,15,הרס נרחב,163,33447,729,קריטית,כן
24/02/2010,איטליה,אירופה,צונאמי,גלים בגובה 13 מטר,20,3,נזק חלקי לתשתיות,142,4985,1909,קריטית,כן
11/03/2012,איטליה,אירופה,הוריקן,דרגה 4,10828,2,הרס נרחב,47,48224,1371,קריטית,כן
12/05/2002,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 1.8 מטר,1087,28,קריסת מערכות מוחלטת,281,5010,1576,קריטית,כן
12/05/2006,טורקיה,אירופה,שיטפון,מפלס מים 2.1 מטר,1133,25,הרס נרחב,81,43880,1146,גבוהה,לא
20/06/2023,יפן,אסיה,הוריקן,דרגה 1,1020,10,קריסת מערכות מוחלטת,250,20618,623,קריטית,כן
16/02/2017,הודו,אסיה,שיטפון,מפלס מים 3.1 מטר,2831,28,קריסת מערכות מוחלטת,137,4481,1078,קריטית,כן
24/06/2008,צ'ילה,דרום אמריקה,רעידת אדמה,8.1 ריכטר,339,2,הרס נרחב,248,10018,1656,קריטית,כן
14/11/2023,טורקיה,אירופה,שריפת יער,סכנה קיצונית,8403,17,נזק קל בלבד,277,36703,1101,קריטית,כן
22/01/2002,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,13937,6,הרס נרחב,193,6011,1988,קריטית,כן
10/05/2009,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 2.9 מטר,1975,13,נזק חלקי לתשתיות,253,45395,1794,קריטית,כן
25/06/2013,אינדונזיה,אסיה,צונאמי,גלים בגובה 8 מטר,112,2,נזק חלקי לתשתיות,14,24550,1543,קריטית,כן
15/05/2022,טורקיה,אירופה,הוריקן,דרגה 2,12217,3,נזק קל בלבד,159,394,1643,קריטית,כן
05/06/2011,הודו,אסיה,צונאמי,גלים בגובה 6 מטר,192,2,קריסת מערכות מוחלטת,27,21369,1662,קריטית,כן
16/10/2023,מקסיקו,צפון אמריקה,רעידת אדמה,7.2 ריכטר,339,2,הרס נרחב,290,8332,977,קריטית,כן
26/07/2003,צ'ילה,דרום אמריקה,רעידת אדמה,5.0 ריכטר,96,2,נזק חלקי לתשתיות,278,10025,732,קריטית,כן
15/04/2013,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,19314,20,הרס נרחב,121,1644,1679,קריטית,כן
23/04/2002,טורקיה,אירופה,צונאמי,גלים בגובה 14 מטר,89,2,הרס נרחב,202,43863,635,קריטית,כן
31/05/2017,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,14936,3,קריסת מערכות מוחלטת,36,15242,523,קריטית,כן
23/04/2015,יפן,אסיה,רעידת אדמה,7.4 ריכטר,177,2,קריסת מערכות מוחלטת,144,34548,602,קריטית,כן
20/07/2008,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,12643,7,הרס נרחב,38,11001,1402,קריטית,כן
22/11/2002,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,7734,60,נזק חלקי לתשתיות,284,45883,1798,קריטית,כן
01/09/2021,יפן,אסיה,הוריקן,דרגה 4,8100,10,קריסת מערכות מוחלטת,246,17328,1808,קריטית,כן
06/06/2004,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,1110,34,נזק קל בלבד,296,48840,1556,קריטית,כן
12/09/2005,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 3.4 מטר,2813,22,הרס נרחב,91,524,302,גבוהה,כן
26/12/2004,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,10105,29,קריסת מערכות מוחלטת,227,7279,1809,קריטית,כן
03/04/2025,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,5997,3,נזק קל בלבד,194,26815,1808,קריטית,כן
03/02/2021,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,6474,10,הרס נרחב,300,5854,850,קריטית,כן
01/01/2003,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,5910,10,נזק חלקי לתשתיות,21,18241,104,בינונית,לא
13/05/2005,טורקיה,אירופה,שיטפון,מפלס מים 3.7 מטר,324,27,קריסת מערכות מוחלטת,233,21520,892,קריטית,כן
24/01/2005,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,19973,21,קריסת מערכות מוחלטת,22,29224,1151,קריטית,כן
24/07/2013,יפן,אסיה,רעידת אדמה,6.8 ריכטר,226,3,נזק חלקי לתשתיות,156,36737,993,קריטית,כן
19/10/2000,צ'ילה,דרום אמריקה,שריפת יער,סכנה קיצונית,12408,27,נזק חלקי לתשתיות,7,33482,660,גבוהה,לא
01/07/2016,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,15237,11,נזק חלקי לתשתיות,277,44977,1066,קריטית,כן
21/02/2008,הודו,אסיה,הוריקן,דרגה 4,4932,13,נזק חלקי לתשתיות,235,9440,1584,קריטית,כן
22/05/2018,קנדה,צפון אמריקה,רעידת אדמה,5.7 ריכטר,647,1,נזק קל בלבד,96,21182,317,גבוהה,לא
12/06/2018,איטליה,אירופה,הוריקן,דרגה 3,7453,4,הרס נרחב,69,27101,235,גבוהה,לא
12/10/2020,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,11449,11,נזק חלקי לתשתיות,259,45331,265,קריטית,כן
28/08/2008,אינדונזיה,אסיה,שיטפון,מפלס מים 4.0 מטר,1626,7,הרס נרחב,250,13770,787,קריטית,כן
16/05/2001,קנדה,צפון אמריקה,הוריקן,דרגה 2,13823,11,הרס נרחב,32,46561,609,גבוהה,כן
19/07/2006,יפן,אסיה,שיטפון,מפלס מים 0.5 מטר,1023,25,נזק קל בלבד,162,20690,1394,קריטית,כן
07/06/2004,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 2.4 מטר,1531,22,הרס נרחב,232,7230,715,קריטית,כן
09/04/2002,אינדונזיה,אסיה,רעידת אדמה,4.8 ריכטר,281,3,קריסת מערכות מוחלטת,209,42060,1444,קריטית,כן
27/12/2011,הודו,אסיה,שריפת יער,סכנה קיצונית,6753,13,קריסת מערכות מוחלטת,211,1719,491,קריטית,כן
15/09/2010,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,5616,6,קריסת מערכות מוחלטת,115,27143,1453,קריטית,כן
07/02/2004,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 3.8 מטר,680,15,הרס נרחב,266,13237,571,קריטית,כן
28/07/2006,אינדונזיה,אסיה,רעידת אדמה,7.0 ריכטר,754,3,קריסת מערכות מוחלטת,87,34699,551,קריטית,כן
01/07/2007,קנדה,צפון אמריקה,צונאמי,גלים בגובה 6 מטר,113,2,נזק חלקי לתשתיות,202,14281,358,קריטית,כן
15/06/2014,איטליה,אירופה,רעידת אדמה,6.9 ריכטר,564,3,הרס נרחב,105,6907,1297,קריטית,כן
11/08/2019,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 3.0 מטר,677,3,קריסת מערכות מוחלטת,84,6548,1117,קריטית,כן
25/11/2004,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 4 מטר,284,3,נזק חלקי לתשתיות,28,47967,1235,קריטית,כן
07/10/2017,יפן,אסיה,צונאמי,גלים בגובה 8 מטר,113,1,נזק קל בלבד,195,3323,1431,קריטית,כן
24/07/2018,איטליה,אירופה,רעידת אדמה,6.3 ריכטר,440,3,נזק חלקי לתשתיות,201,40487,341,קריטית,כן
04/07/2011,הודו,אסיה,שריפת יער,סכנה קיצונית,20902,45,הרס נרחב,225,32706,16,קריטית,כן
12/12/2024,איטליה,אירופה,שריפת יער,סכנה קיצונית,6968,18,נזק חלקי לתשתיות,161,1751,449,קריטית,כן
31/07/2023,יפן,אסיה,שיטפון,מפלס מים 2.7 מטר,1145,27,הרס נרחב,287,27129,1588,קריטית,כן
27/02/2012,יפן,אסיה,שיטפון,מפלס מים 2.1 מטר,1278,12,קריסת מערכות מוחלטת,147,39796,1987,קריטית,כן
04/07/2019,קנדה,צפון אמריקה,צונאמי,גלים בגובה 4 מטר,194,3,נזק חלקי לתשתיות,33,7979,614,גבוהה,לא
26/03/2021,איטליה,אירופה,רעידת אדמה,7.4 ריכטר,239,2,נזק קל בלבד,276,41215,286,קריטית,כן
01/04/2011,יפן,אסיה,הוריקן,דרגה 4,1475,6,הרס נרחב,256,45604,1775,קריטית,כן
05/04/2004,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 1.9 מטר,2185,15,קריסת מערכות מוחלטת,97,22197,1290,קריטית,כן
13/10/2023,טורקיה,אירופה,צונאמי,גלים בגובה 5 מטר,263,1,נזק קל בלבד,67,42006,924,גבוהה,כן
26/08/2015,איטליה,אירופה,צונאמי,גלים בגובה 10 מטר,283,1,הרס נרחב,258,21621,1443,קריטית,כן
04/07/2017,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,3755,6,הרס נרחב,255,14844,1685,קריטית,כן
24/02/2014,קנדה,צפון אמריקה,צונאמי,גלים בגובה 10 מטר,147,1,הרס נרחב,98,8856,1485,קריטית,כן
21/02/2015,טורקיה,אירופה,רעידת אדמה,6.4 ריכטר,172,3,נזק קל בלבד,148,39303,1020,גבוהה,כן
19/08/2012,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,24229,31,נזק קל בלבד,234,21993,172,קריטית,כן
28/10/2010,אוסטרליה,אוקיאניה,רעידת אדמה,7.7 ריכטר,478,2,קריסת מערכות מוחלטת,74,46751,144,קריטית,כן
09/07/2001,הודו,אסיה,צונאמי,גלים בגובה 2 מטר,73,2,נזק חלקי לתשתיות,91,24971,1946,קריטית,כן
22/04/2002,הודו,אסיה,צונאמי,גלים בגובה 2 מטר,202,3,הרס נרחב,44,21673,199,גבוהה,לא
19/02/2014,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,24680,22,קריסת מערכות מוחלטת,94,21961,274,קריטית,כן
03/04/2001,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,2213,9,הרס נרחב,61,15518,920,גבוהה,כן
25/04/2005,יפן,אסיה,שריפת יער,סכנה קיצונית,21314,5,קריסת מערכות מוחלטת,198,6681,190,קריטית,כן
05/02/2013,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 2.2 מטר,1498,5,הרס נרחב,284,9866,696,קריטית,כן
28/06/2000,יפן,אסיה,רעידת אדמה,6.9 ריכטר,318,1,נזק קל בלבד,125,896,1766,קריטית,כן
18/02/2017,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 3 מטר,21,1,הרס נרחב,24,37228,443,גבוהה,לא
02/08/2010,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 6 מטר,104,3,נזק חלקי לתשתיות,294,17569,572,קריטית,כן
12/03/2004,אינדונזיה,אסיה,הוריקן,דרגה 3,4028,9,קריסת מערכות מוחלטת,35,34596,346,קריטית,כן
23/05/2019,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 2 מטר,40,1,קריסת מערכות מוחלטת,138,35226,1568,קריטית,כן
01/12/2016,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 1.8 מטר,1426,27,נזק קל בלבד,91,2672,497,גבוהה,כן
25/02/2020,אינדונזיה,אסיה,רעידת אדמה,8.3 ריכטר,513,1,נזק חלקי לתשתיות,169,17439,476,קריטית,כן
08/05/2004,הודו,אסיה,רעידת אדמה,8.1 ריכטר,547,1,קריסת מערכות מוחלטת,148,30355,210,קריטית,כן
28/10/2003,איטליה,אירופה,הוריקן,דרגה 1,12815,13,נזק חלקי לתשתיות,89,45921,405,גבוהה,לא
30/08/2016,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,14497,13,קריסת מערכות מוחלטת,239,36000,1687,קריטית,כן
14/02/2004,יפן,אסיה,רעידת אדמה,4.8 ריכטר,501,2,נזק קל בלבד,243,18709,647,קריטית,כן
26/10/2014,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,14154,2,קריסת מערכות מוחלטת,292,30867,1795,קריטית,כן
16/11/2009,אינדונזיה,אסיה,צונאמי,גלים בגובה 4 מטר,163,1,נזק חלקי לתשתיות,292,49722,213,קריטית,כן
09/07/2000,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,6801,10,נזק חלקי לתשתיות,249,30264,1787,קריטית,כן
12/05/2011,איטליה,אירופה,הוריקן,דרגה 3,10039,2,נזק קל בלבד,140,17882,1495,קריטית,כן
05/03/2009,קנדה,צפון אמריקה,צונאמי,גלים בגובה 5 מטר,117,1,הרס נרחב,278,3515,750,קריטית,כן
31/12/2004,אינדונזיה,אסיה,שיטפון,מפלס מים 0.7 מטר,1470,11,הרס נרחב,119,44763,780,גבוהה,לא
13/02/2001,קנדה,צפון אמריקה,רעידת אדמה,6.1 ריכטר,513,4,נזק קל בלבד,212,33775,1057,קריטית,כן
24/02/2010,אינדונזיה,אסיה,הוריקן,דרגה 2,14547,4,הרס נרחב,137,23797,1651,קריטית,כן
04/12/2019,איטליה,אירופה,רעידת אדמה,8.4 ריכטר,406,4,הרס נרחב,200,11008,452,קריטית,כן
13/08/2004,צ'ילה,דרום אמריקה,צונאמי,גלים בגובה 15 מטר,277,3,נזק חלקי לתשתיות,69,3633,532,גבוהה,כן
31/08/2016,הודו,אסיה,שיטפון,מפלס מים 1.7 מטר,2598,22,קריסת מערכות מוחלטת,84,41015,1510,קריטית,כן
14/01/2022,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,3534,4,נזק קל בלבד,138,30647,684,גבוהה,כן
17/07/2008,מקסיקו,צפון אמריקה,רעידת אדמה,4.8 ריכטר,405,4,קריסת מערכות מוחלטת,146,38219,49,קריטית,כן
09/03/2008,אינדונזיה,אסיה,רעידת אדמה,7.0 ריכטר,411,2,קריסת מערכות מוחלטת,221,40085,1317,קריטית,כן
14/09/2014,יפן,אסיה,רעידת אדמה,6.2 ריכטר,330,3,נזק קל בלבד,100,4164,372,גבוהה,כן
11/04/2004,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,11094,7,הרס נרחב,168,10718,1804,קריטית,כן
26/04/2012,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,5364,49,נזק קל בלבד,198,6269,1822,קריטית,כן
07/02/2023,טורקיה,אירופה,צונאמי,גלים בגובה 9 מטר,140,3,קריסת מערכות מוחלטת,144,47676,865,קריטית,כן
07/04/2002,קנדה,צפון אמריקה,רעידת אדמה,8.1 ריכטר,296,3,נזק חלקי לתשתיות,87,7799,1233,קריטית,כן
08/11/2014,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,5034,3,נזק קל בלבד,16,13573,19,בינונית,לא
28/06/2013,איטליה,אירופה,רעידת אדמה,6.0 ריכטר,139,3,קריסת מערכות מוחלטת,293,42708,546,קריטית,כן
19/01/2009,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 15 מטר,35,3,נזק חלקי לתשתיות,68,31127,474,גבוהה,לא
01/03/2014,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,14219,2,קריסת מערכות מוחלטת,224,32448,154,קריטית,כן
29/10/2016,איטליה,אירופה,שריפת יער,סכנה קיצונית,8643,39,נזק קל בלבד,198,39943,1815,קריטית,כן
10/11/2010,איטליה,אירופה,צונאמי,גלים בגובה 3 מטר,140,3,נזק קל בלבד,132,34981,267,גבוהה,כן
06/04/2022,הודו,אסיה,שיטפון,מפלס מים 2.7 מטר,491,30,נזק קל בלבד,51,40343,840,גבוהה,כן
28/08/2020,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,11061,7,נזק חלקי לתשתיות,79,35539,352,גבוהה,לא
17/01/2020,יפן,אסיה,הוריקן,דרגה 5,9508,3,נזק קל בלבד,224,345,563,קריטית,כן
30/06/2011,"ארה""ב",צפון אמריקה,רעידת אדמה,4.7 ריכטר,125,1,נזק קל בלבד,134,34113,285,גבוהה,כן
24/12/2018,טורקיה,אירופה,רעידת אדמה,7.6 ריכטר,620,2,נזק חלקי לתשתיות,49,49195,134,בינונית,לא
21/02/2006,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,12982,9,קריסת מערכות מוחלטת,4,6849,1551,קריטית,כן
28/09/2025,איטליה,אירופה,שריפת יער,סכנה קיצונית,12200,24,נזק קל בלבד,271,21086,872,קריטית,כן
15/01/2006,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,6526,53,קריסת מערכות מוחלטת,193,6723,639,קריטית,כן
27/08/2010,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,12359,9,נזק חלקי לתשתיות,51,16706,871,גבוהה,כן
03/04/2005,מקסיקו,צפון אמריקה,רעידת אדמה,6.2 ריכטר,305,1,נזק חלקי לתשתיות,99,35139,965,גבוהה,לא
04/03/2008,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 3.0 מטר,1658,25,קריסת מערכות מוחלטת,38,34995,903,קריטית,כן
21/07/2025,איטליה,אירופה,צונאמי,גלים בגובה 10 מטר,126,1,קריסת מערכות מוחלטת,182,41438,1293,קריטית,כן
03/09/2013,אינדונזיה,אסיה,הוריקן,דרגה 3,10037,2,נזק חלקי לתשתיות,41,41811,378,בינונית,לא
22/05/2001,הודו,אסיה,צונאמי,גלים בגובה 11 מטר,67,3,נזק קל בלבד,65,17663,145,גבוהה,לא
12/03/2020,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,10462,51,נזק חלקי לתשתיות,50,8497,1122,גבוהה,לא
05/08/2001,טורקיה,אירופה,שיטפון,מפלס מים 2.3 מטר,1800,5,קריסת מערכות מוחלטת,281,32432,446,קריטית,כן
12/10/2023,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 3.5 מטר,2967,17,נזק חלקי לתשתיות,259,33458,636,קריטית,כן
07/09/2011,איטליה,אירופה,שריפת יער,סכנה קיצונית,1350,60,נזק קל בלבד,288,36305,1376,קריטית,כן
23/08/2007,איטליה,אירופה,הוריקן,דרגה 4,4648,7,קריסת מערכות מוחלטת,130,40551,682,קריטית,כן
05/07/2010,הודו,אסיה,רעידת אדמה,7.5 ריכטר,147,2,נזק קל בלבד,109,2150,673,גבוהה,לא
21/07/2005,קנדה,צפון אמריקה,רעידת אדמה,4.7 ריכטר,633,1,נזק חלקי לתשתיות,85,37016,481,גבוהה,לא
17/12/2015,"ארה""ב",צפון אמריקה,רעידת אדמה,8.4 ריכטר,176,1,קריסת מערכות מוחלטת,3,35966,257,קריטית,כן
11/05/2000,קנדה,צפון אמריקה,הוריקן,דרגה 1,3615,8,קריסת מערכות מוחלטת,273,25706,762,קריטית,כן
27/10/2023,טורקיה,אירופה,רעידת אדמה,7.9 ריכטר,492,4,הרס נרחב,245,35885,1612,קריטית,כן
12/02/2019,קנדה,צפון אמריקה,רעידת אדמה,7.6 ריכטר,485,4,נזק קל בלבד,243,25188,1688,קריטית,כן
04/09/2012,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 7 מטר,228,1,הרס נרחב,95,29962,1794,קריטית,כן
13/06/2000,איטליה,אירופה,שריפת יער,סכנה קיצונית,4514,52,נזק קל בלבד,56,30457,1961,קריטית,כן
22/06/2002,איטליה,אירופה,רעידת אדמה,6.3 ריכטר,635,2,הרס נרחב,49,40658,1229,קריטית,כן
19/11/2013,קנדה,צפון אמריקה,צונאמי,גלים בגובה 13 מטר,96,2,קריסת מערכות מוחלטת,69,26735,691,קריטית,כן
11/01/2014,מקסיקו,צפון אמריקה,רעידת אדמה,4.7 ריכטר,447,4,נזק קל בלבד,238,11572,675,קריטית,כן
02/04/2017,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,11472,6,נזק קל בלבד,106,14047,1786,קריטית,כן
03/08/2025,הודו,אסיה,רעידת אדמה,5.0 ריכטר,389,4,נזק קל בלבד,126,36507,119,גבוהה,כן
