Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
23/10/2004,יפן,אסיה,הוריקן,דרגה 3,6416,הרס נרחב,197,31116,1474,קריטית,כן
20/11/2004,הודו,אסיה,הוריקן,דרגה 4,2641,הרס נרחב,213,15448,1484,קריטית,כן
17/08/2009,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,4481,הרס נרחב,174,6964,790,קריטית,כן
28/10/2012,אינדונזיה,אסיה,הוריקן,דרגה 1,2472,הרס נרחב,280,32912,890,קריטית,כן
03/03/2018,יפן,אסיה,הוריקן,דרגה 2,1878,הרס נרחב,181,10260,1670,קריטית,כן
31/03/2022,הודו,אסיה,הוריקן,דרגה 3,13803,הרס נרחב,208,30203,1240,קריטית,כן
22/12/2018,איטליה,אירופה,הוריקן,דרגה 5,12203,הרס נרחב,294,8873,816,קריטית,כן
25/02/2020,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,12426,הרס נרחב,126,36028,1346,קריטית,כן
03/03/2008,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,2540,הרס נרחב,111,11636,1857,קריטית,כן
22/01/2025,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,11463,הרס נרחב,247,29852,1580,קריטית,כן
22/03/2012,טורקיה,אירופה,הוריקן,דרגה 3,1806,הרס נרחב,190,6064,1201,קריטית,כן
17/02/2011,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,14296,הרס נרחב,187,11695,64,קריטית,כן
22/02/2018,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,5016,הרס נרחב,159,8969,1624,קריטית,כן
21/04/2008,אינדונזיה,אסיה,הוריקן,דרגה 3,7420,הרס נרחב,292,18645,1379,קריטית,כן
06/03/2001,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,4424,הרס נרחב,295,28828,1089,קריטית,כן
16/11/2008,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,2376,הרס נרחב,8,1268,1598,קריטית,כן
09/05/2024,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,14324,הרס נרחב,243,21105,489,קריטית,כן
25/09/2005,קנדה,צפון אמריקה,הוריקן,דרגה 1,6656,הרס נרחב,296,23861,1088,קריטית,כן
22/03/2012,קנדה,צפון אמריקה,הוריקן,דרגה 2,6431,הרס נרחב,82,25122,1445,קריטית,כן
04/10/2003,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,14672,הרס נרחב,276,49614,1726,קריטית,כן
27/03/2019,אינדונזיה,אסיה,הוריקן,דרגה 3,10734,הרס נרחב,165,34955,1383,קריטית,כן
03/06/2014,טורקיה,אירופה,הוריקן,דרגה 5,3625,הרס נרחב,158,36069,164,קריטית,כן
30/11/2009,אינדונזיה,אסיה,הוריקן,דרגה 3,3568,הרס נרחב,208,42043,802,קריטית,כן
20/12/2018,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,8041,הרס נרחב,7,35580,1316,קריטית,כן
31/03/2024,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,2383,הרס נרחב,226,31364,1225,קריטית,כן
20/09/2001,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,10553,הרס נרחב,130,34861,1980,קריטית,כן
24/07/2024,אינדונזיה,אסיה,הוריקן,דרגה 4,1350,הרס נרחב,230,40147,246,קריטית,כן
15/12/2000,איטליה,אירופה,הוריקן,דרגה 1,7949,הרס נרחב,240,2101,847,קריטית,כן
19/10/2021,איטליה,אירופה,הוריקן,דרגה 2,6829,הרס נרחב,216,31944,1450,קריטית,כן
30/07/2009,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,3344,הרס נרחב,157,25780,1323,קריטית,כן
18/08/2018,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,9071,הרס נרחב,128,30163,1498,קריטית,כן
06/03/2011,טורקיה,אירופה,הוריקן,דרגה 2,1300,הרס נרחב,31,17025,1530,קריטית,כן
12/04/2006,אינדונזיה,אסיה,הוריקן,דרגה 1,7917,הרס נרחב,132,16331,1374,קריטית,כן
30/07/2004,יפן,אסיה,הוריקן,דרגה 5,12947,הרס נרחב,150,42114,1325,קריטית,כן
07/05/2009,קנדה,צפון אמריקה,הוריקן,דרגה 5,13767,הרס נרחב,173,7004,900,קריטית,כן
12/10/2023,קנדה,צפון אמריקה,הוריקן,דרגה 5,6349,הרס נרחב,169,40088,742,קריטית,כן
19/09/2016,אינדונזיה,אסיה,הוריקן,דרגה 1,7501,הרס נרחב,143,10739,1982,קריטית,כן
03/03/2010,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,14784,הרס נרחב,298,2301,189,קריטית,כן
27/04/2009,קנדה,צפון אמריקה,הוריקן,דרגה 1,10531,הרס נרחב,237,49375,1149,קריטית,כן
31/08/2006,טורקיה,אירופה,הוריקן,דרגה 1,12034,הרס נרחב,150,26475,1825,קריטית,כן
10/11/2018,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,9230,הרס נרחב,51,41174,1291,קריטית,כן
08/08/2010,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,7225,הרס נרחב,191,209,412,קריטית,כן
13/11/2016,איטליה,אירופה,הוריקן,דרגה 3,13865,הרס נרחב,234,25458,1539,קריטית,כן
03/12/2018,אינדונזיה,אסיה,הוריקן,דרגה 2,8998,הרס נרחב,232,10612,72,קריטית,כן
23/10/2013,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,9904,הרס נרחב,175,8907,771,קריטית,כן
19/03/2026,קנדה,צפון אמריקה,הוריקן,דרגה 4,4203,הרס נרחב,193,13663,622,קריטית,כן
20/03/2004,הודו,אסיה,הוריקן,דרגה 5,1169,הרס נרחב,270,44474,1221,קריטית,כן
09/07/2013,אינדונזיה,אסיה,הוריקן,דרגה 5,5991,הרס נרחב,260,42140,1724,קריטית,כן
02/01/2009,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,11489,הרס נרחב,169,49018,1775,קריטית,כן
04/10/2020,הודו,אסיה,הוריקן,דרגה 2,13346,הרס נרחב,240,32125,1950,קריטית,כן
27/01/2015,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,7746,הרס נרחב,191,38478,940,קריטית,כן
04/12/2011,אינדונזיה,אסיה,הוריקן,דרגה 3,2586,הרס נרחב,262,23136,320,קריטית,כן
18/08/2001,טורקיה,אירופה,הוריקן,דרגה 3,7754,הרס נרחב,197,28561,1905,קריטית,כן
13/10/2023,אינדונזיה,אסיה,הוריקן,דרגה 1,10850,הרס נרחב,130,32458,1712,קריטית,כן
15/03/2009,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,8091,הרס נרחב,236,31325,286,קריטית,כן
21/11/2009,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,2828,הרס נרחב,7,42716,1837,קריטית,כן
12/03/2012,אינדונזיה,אסיה,הוריקן,דרגה 5,9824,הרס נרחב,73,26848,1790,קריטית,כן
11/11/2016,טורקיה,אירופה,הוריקן,דרגה 2,5321,הרס נרחב,292,35959,947,קריטית,כן
19/01/2018,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,7907,הרס נרחב,89,25231,1805,קריטית,כן
18/10/2011,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,7611,הרס נרחב,104,48561,1717,קריטית,כן
17/03/2019,איטליה,אירופה,הוריקן,דרגה 5,7061,הרס נרחב,231,40132,1621,קריטית,כן
27/09/2017,יפן,אסיה,הוריקן,דרגה 5,11491,הרס נרחב,258,38074,1905,קריטית,כן
26/07/2019,טורקיה,אירופה,הוריקן,דרגה 3,13159,הרס נרחב,141,4963,1471,קריטית,כן
11/02/2003,אינדונזיה,אסיה,הוריקן,דרגה 1,13532,הרס נרחב,239,44458,1499,קריטית,כן
19/05/2021,טורקיה,אירופה,הוריקן,דרגה 5,5783,הרס נרחב,0,39444,1725,קריטית,כן
19/09/2021,אינדונזיה,אסיה,הוריקן,דרגה 4,6356,הרס נרחב,139,4888,1610,קריטית,כן
28/12/2006,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,4600,הרס נרחב,263,7321,1784,קריטית,כן
06/05/2011,טורקיה,אירופה,הוריקן,דרגה 3,6147,הרס נרחב,226,5553,379,קריטית,כן
16/09/2024,טורקיה,אירופה,הוריקן,דרגה 5,1350,הרס נרחב,204,17914,975,קריטית,כן
05/06/2006,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,14193,הרס נרחב,5,49511,1521,קריטית,כן
02/10/2003,יפן,אסיה,הוריקן,דרגה 1,11424,הרס נרחב,78,27742,1939,קריטית,כן
28/02/2006,הודו,אסיה,הוריקן,דרגה 3,4214,הרס נרחב,298,16813,1025,קריטית,כן
24/08/2019,טורקיה,אירופה,הוריקן,דרגה 3,5027,הרס נרחב,175,2361,493,קריטית,כן
18/01/2012,איטליה,אירופה,הוריקן,דרגה 2,2687,הרס נרחב,224,9416,205,קריטית,כן
16/04/2000,טורקיה,אירופה,הוריקן,דרגה 1,4031,הרס נרחב,275,25218,1512,קריטית,כן
22/04/2013,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,7717,הרס נרחב,179,29033,771,קריטית,כן
23/11/2008,טורקיה,אירופה,הוריקן,דרגה 2,3866,הרס נרחב,203,48069,743,קריטית,כן
14/08/2023,הודו,אסיה,הוריקן,דרגה 1,14888,הרס נרחב,198,25914,1435,קריטית,כן
01/09/2025,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,11952,הרס נרחב,296,13147,560,קריטית,כן
29/04/2020,קנדה,צפון אמריקה,הוריקן,דרגה 2,6883,הרס נרחב,112,33950,1284,קריטית,כן
14/11/2003,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,14986,הרס נרחב,251,17192,1072,קריטית,כן
15/02/2022,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,1464,הרס נרחב,75,13556,1972,קריטית,כן
03/08/2001,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,14810,הרס נרחב,228,24174,656,קריטית,כן
20/03/2005,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,4469,הרס נרחב,175,4601,1532,קריטית,כן
08/03/2012,אינדונזיה,אסיה,הוריקן,דרגה 2,5403,הרס נרחב,241,28548,1323,קריטית,כן
16/04/2006,הודו,אסיה,הוריקן,דרגה 5,8588,הרס נרחב,160,45734,1120,קריטית,כן
14/06/2010,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,2706,הרס נרחב,192,4517,1,קריטית,כן
04/01/2023,אינדונזיה,אסיה,הוריקן,דרגה 1,4744,הרס נרחב,173,36502,849,קריטית,כן
07/11/2007,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,2982,הרס נרחב,213,46104,875,קריטית,כן
12/09/2019,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,9536,הרס נרחב,175,19866,1720,קריטית,כן
24/03/2013,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,12391,הרס נרחב,190,49110,396,קריטית,כן
27/03/2016,טורקיה,אירופה,הוריקן,דרגה 3,1578,הרס נרחב,90,34828,1858,קריטית,כן
10/12/2019,טורקיה,אירופה,הוריקן,דרגה 5,14837,הרס נרחב,101,9999,1390,קריטית,כן
11/05/2018,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,5593,הרס נרחב,152,15174,140,קריטית,כן
21/08/2019,קנדה,צפון אמריקה,הוריקן,דרגה 3,13018,הרס נרחב,199,40025,926,קריטית,כן
13/05/2009,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,10415,הרס נרחב,282,16529,560,קריטית,כן
19/02/2025,אינדונזיה,אסיה,הוריקן,דרגה 1,9059,הרס נרחב,272,27763,748,קריטית,כן
27/02/2015,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,12805,הרס נרחב,174,13758,1212,קריטית,כן
19/09/2015,הודו,אסיה,הוריקן,דרגה 3,1783,הרס נרחב,242,15592,1661,קריטית,כן
06/05/2023,איטליה,אירופה,הוריקן,דרגה 2,2551,הרס נרחב,108,6382,1394,קריטית,כן
12/07/2020,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,14818,הרס נרחב,208,11040,645,קריטית,כן
15/05/2000,אינדונזיה,אסיה,הוריקן,דרגה 5,4769,הרס נרחב,175,19503,1949,קריטית,כן
30/09/2006,איטליה,אירופה,הוריקן,דרגה 2,9737,הרס נרחב,91,27960,1375,קריטית,כן
10/11/2015,יפן,אסיה,הוריקן,דרגה 5,9833,הרס נרחב,173,10631,1373,קריטית,כן
16/04/2025,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,4485,הרס נרחב,274,35918,1968,קריטית,כן
22/07/2014,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,14567,הרס נרחב,50,18979,1550,קריטית,כן
10/11/2005,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,12010,הרס נרחב,163,31497,709,קריטית,כן
16/01/2020,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,11765,הרס נרחב,17,19205,1714,קריטית,כן
21/01/2000,איטליה,אירופה,הוריקן,דרגה 3,12627,הרס נרחב,237,45459,1785,קריטית,כן
27/06/2025,יפן,אסיה,הוריקן,דרגה 3,9488,הרס נרחב,29,8802,1725,קריטית,כן
31/03/2024,הודו,אסיה,הוריקן,דרגה 4,11693,הרס נרחב,110,42818,1607,קריטית,כן
17/10/2004,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,1124,הרס נרחב,257,37807,634,קריטית,כן
31/05/2012,טורקיה,אירופה,הוריקן,דרגה 4,12755,הרס נרחב,106,40088,1809,קריטית,כן
08/09/2007,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,8800,הרס נרחב,186,46283,1462,קריטית,כן
20/06/2011,איטליה,אירופה,הוריקן,דרגה 2,3331,הרס נרחב,13,24578,1561,קריטית,כן
13/08/2015,טורקיה,אירופה,הוריקן,דרגה 4,7516,הרס נרחב,230,44922,1964,קריטית,כן
23/11/2019,יפן,אסיה,הוריקן,דרגה 4,10640,הרס נרחב,68,46290,1630,קריטית,כן
10/02/2018,קנדה,צפון אמריקה,הוריקן,דרגה 3,2518,הרס נרחב,16,24178,1553,קריטית,כן
18/09/2006,איטליה,אירופה,הוריקן,דרגה 2,2433,הרס נרחב,259,33297,1625,קריטית,כן
23/05/2009,הודו,אסיה,הוריקן,דרגה 3,4198,הרס נרחב,85,40616,1995,קריטית,כן
12/02/2023,קנדה,צפון אמריקה,הוריקן,דרגה 1,14511,הרס נרחב,153,25896,1813,קריטית,כן
09/11/2018,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,5467,הרס נרחב,276,2619,875,קריטית,כן
21/07/2000,הודו,אסיה,הוריקן,דרגה 3,9757,הרס נרחב,31,45265,1537,קריטית,כן
18/06/2007,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,14055,הרס נרחב,0,16072,1827,קריטית,כן
06/05/2018,יפן,אסיה,הוריקן,דרגה 2,2484,הרס נרחב,189,29722,1004,קריטית,כן
18/06/2003,טורקיה,אירופה,הוריקן,דרגה 2,2849,הרס נרחב,91,44972,1338,קריטית,כן
30/08/2023,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,10128,הרס נרחב,196,36397,1743,קריטית,כן
12/02/2000,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,3149,הרס נרחב,296,27894,961,קריטית,כן
30/10/2008,אינדונזיה,אסיה,הוריקן,דרגה 4,1965,הרס נרחב,288,10771,714,קריטית,כן
24/07/2006,קנדה,צפון אמריקה,הוריקן,דרגה 4,8795,הרס נרחב,160,6978,1080,קריטית,כן
04/08/2001,אינדונזיה,אסיה,הוריקן,דרגה 5,12452,הרס נרחב,33,41109,1721,קריטית,כן
18/07/2001,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,10867,הרס נרחב,186,10917,856,קריטית,כן
02/03/2016,אינדונזיה,אסיה,הוריקן,דרגה 5,9849,הרס נרחב,244,8723,168,קריטית,כן
26/03/2016,הודו,אסיה,הוריקן,דרגה 1,1004,הרס נרחב,289,23122,1857,קריטית,כן
25/09/2003,איטליה,אירופה,הוריקן,דרגה 4,1987,הרס נרחב,189,1096,1641,קריטית,כן
14/08/2024,הודו,אסיה,הוריקן,דרגה 4,14995,הרס נרחב,24,27663,1849,קריטית,כן
24/04/2024,הודו,אסיה,הוריקן,דרגה 4,13720,הרס נרחב,181,838,1289,קריטית,כן
06/04/2012,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,8145,הרס נרחב,226,47709,328,קריטית,כן
30/01/2017,אינדונזיה,אסיה,הוריקן,דרגה 1,5574,הרס נרחב,36,18877,1866,קריטית,כן
15/08/2013,קנדה,צפון אמריקה,הוריקן,דרגה 1,12665,הרס נרחב,154,1153,405,קריטית,כן
08/07/2018,אינדונזיה,אסיה,הוריקן,דרגה 1,6316,הרס נרחב,9,1377,1504,קריטית,כן
22/09/2024,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,10137,הרס נרחב,123,32785,1969,קריטית,כן
07/05/2020,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,9898,הרס נרחב,53,40154,1491,קריטית,כן
25/09/2016,יפן,אסיה,הוריקן,דרגה 5,2021,הרס נרחב,167,10532,1425,קריטית,כן
23/12/2024,טורקיה,אירופה,הוריקן,דרגה 5,6165,הרס נרחב,214,7337,1333,קריטית,כן
04/06/2003,יפן,אסיה,הוריקן,דרגה 4,14816,הרס נרחב,63,27355,1277,קריטית,כן
19/05/2015,הודו,אסיה,הוריקן,דרגה 2,11436,הרס נרחב,168,23692,53,קריטית,כן
15/03/2017,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,13813,הרס נרחב,197,34292,1754,קריטית,כן
03/10/2001,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,13129,הרס נרחב,250,4956,195,קריטית,כן
02/08/2019,קנדה,צפון אמריקה,הוריקן,דרגה 2,9372,הרס נרחב,229,38808,1945,קריטית,כן
09/02/2008,אינדונזיה,אסיה,הוריקן,דרגה 3,4010,הרס נרחב,51,37800,1803,קריטית,כן
07/03/2021,איטליה,אירופה,הוריקן,דרגה 3,11858,הרס נרחב,147,17088,1803,קריטית,כן
17/07/2018,קנדה,צפון אמריקה,הוריקן,דרגה 1,14907,הרס נרחב,246,29299,1724,קריטית,כן
29/10/2000,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,10531,הרס נרחב,37,21289,1220,קריטית,כן
08/05/2023,אינדונזיה,אסיה,הוריקן,דרגה 5,4289,הרס נרחב,290,46730,1337,קריטית,כן
15/01/2012,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,14493,הרס נרחב,21,25224,1778,קריטית,כן
14/05/2012,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,3787,הרס נרחב,250,8528,1188,קריטית,כן
03/03/2005,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,2422,הרס נרחב,292,36063,971,קריטית,כן
20/01/2000,אינדונזיה,אסיה,הוריקן,דרגה 2,4006,הרס נרחב,255,16900,1294,קריטית,כן
24/04/2014,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,7320,הרס נרחב,123,22859,1939,קריטית,כן
17/10/2019,יפן,אסיה,הוריקן,דרגה 2,1909,הרס נרחב,174,20680,577,קריטית,כן
01/07/2003,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,10746,הרס נרחב,274,17403,1343,קריטית,כן
18/10/2022,הודו,אסיה,הוריקן,דרגה 1,6161,הרס נרחב,206,12630,1757,קריטית,כן
25/01/2003,טורקיה,אירופה,הוריקן,דרגה 4,10312,הרס נרחב,14,11196,1922,קריטית,כן
09/07/2013,איטליה,אירופה,הוריקן,דרגה 4,5837,הרס נרחב,300,12149,30,קריטית,כן
03/04/2016,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,9624,הרס נרחב,279,24343,1690,קריטית,כן
12/02/2005,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,1300,הרס נרחב,168,42783,103,קריטית,כן
08/07/2023,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,11755,הרס נרחב,196,42843,1266,קריטית,כן
06/10/2021,טורקיה,אירופה,הוריקן,דרגה 3,9141,הרס נרחב,159,35654,1259,קריטית,כן
21/10/2008,אינדונזיה,אסיה,הוריקן,דרגה 1,12765,הרס נרחב,180,2790,1255,קריטית,כן
11/01/2002,יפן,אסיה,הוריקן,דרגה 4,8668,הרס נרחב,168,36509,1605,קריטית,כן
19/04/2021,הודו,אסיה,הוריקן,דרגה 5,12492,הרס נרחב,197,18680,799,קריטית,כן
24/08/2016,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,6212,הרס נרחב,261,33438,346,קריטית,כן
29/03/2021,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,12601,הרס נרחב,252,3997,1242,קריטית,כן
08/04/2020,קנדה,צפון אמריקה,הוריקן,דרגה 3,13586,הרס נרחב,149,34925,1854,קריטית,כן
15/06/2024,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,4504,הרס נרחב,265,47627,56,קריטית,כן
14/03/2012,הודו,אסיה,הוריקן,דרגה 3,7497,הרס נרחב,109,8411,1761,קריטית,כן
09/07/2014,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,3128,הרס נרחב,178,37675,1292,קריטית,כן
08/09/2020,יפן,אסיה,הוריקן,דרגה 2,1221,הרס נרחב,247,10840,1858,קריטית,כן
16/03/2025,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,10222,הרס נרחב,261,2029,1380,קריטית,כן
24/04/2017,אינדונזיה,אסיה,הוריקן,דרגה 5,1314,הרס נרחב,187,41455,1436,קריטית,כן
14/11/2015,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,9032,הרס נרחב,243,45060,584,קריטית,כן
19/04/2002,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,8387,הרס נרחב,54,3527,1969,קריטית,כן
10/09/2011,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,3955,הרס נרחב,36,29898,1374,קריטית,כן
13/11/2008,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,2355,הרס נרחב,34,13919,1842,קריטית,כן
09/04/2009,יפן,אסיה,הוריקן,דרגה 4,6223,הרס נרחב,282,37358,1184,קריטית,כן
25/08/2005,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,7988,הרס נרחב,104,9784,1432,קריטית,כן
20/03/2011,קנדה,צפון אמריקה,הוריקן,דרגה 2,7889,הרס נרחב,219,9232,1409,קריטית,כן
19/09/2013,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,5307,הרס נרחב,4,23061,1614,קריטית,כן
27/09/2010,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,10984,הרס נרחב,205,15422,1213,קריטית,כן
15/03/2019,טורקיה,אירופה,הוריקן,דרגה 2,7790,הרס נרחב,276,37586,1479,קריטית,כן
22/12/2017,איטליה,אירופה,הוריקן,דרגה 2,12542,הרס נרחב,284,29302,1654,קריטית,כן
09/12/2015,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,7930,הרס נרחב,32,43343,1825,קריטית,כן
19/06/2013,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,10408,הרס נרחב,286,33352,842,קריטית,כן
24/03/2001,יפן,אסיה,הוריקן,דרגה 2,14830,הרס נרחב,169,3511,224,קריטית,כן
31/08/2009,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,4247,הרס נרחב,294,40773,1927,קריטית,כן
03/11/2009,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,2512,הרס נרחב,55,433,1730,קריטית,כן
10/02/2012,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,11121,הרס נרחב,297,49230,1217,קריטית,כן
26/05/2013,הודו,אסיה,הוריקן,דרגה 1,1245,הרס נרחב,127,928,1929,קריטית,כן
06/10/2013,אינדונזיה,אסיה,הוריקן,דרגה 2,12941,הרס נרחב,164,5224,921,קריטית,כן
29/03/2005,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,8952,הרס נרחב,245,6412,1841,קריטית,כן
29/08/2025,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,14033,הרס נרחב,275,3315,1912,קריטית,כן
15/05/2002,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,10006,הרס נרחב,294,38449,1096,קריטית,כן
04/07/2015,קנדה,צפון אמריקה,הוריקן,דרגה 5,12356,הרס נרחב,86,5590,1524,קריטית,כן
28/09/2024,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,5133,הרס נרחב,91,42482,1377,קריטית,כן
25/08/2010,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,13337,הרס נרחב,300,1837,1592,קריטית,כן
06/03/2013,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,6693,הרס נרחב,80,10372,1321,קריטית,כן
24/06/2013,אינדונזיה,אסיה,הוריקן,דרגה 5,2537,הרס נרחב,255,47188,763,קריטית,כן
12/04/2015,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,13485,הרס נרחב,81,4986,1569,קריטית,כן
16/06/2021,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,6395,הרס נרחב,239,45096,492,קריטית,כן
28/09/2025,אינדונזיה,אסיה,הוריקן,דרגה 1,3797,הרס נרחב,218,26111,1122,קריטית,כן
22/10/2014,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,12869,הרס נרחב,238,7790,311,קריטית,כן
24/10/2011,הודו,אסיה,הוריקן,דרגה 4,12396,הרס נרחב,197,45586,1897,קריטית,כן
11/08/2004,אינדונזיה,אסיה,הוריקן,דרגה 5,5881,הרס נרחב,52,25931,1810,קריטית,כן
31/05/2015,איטליה,אירופה,הוריקן,דרגה 2,11640,הרס נרחב,119,32424,1468,קריטית,כן
20/01/2005,אינדונזיה,אסיה,הוריקן,דרגה 3,4540,הרס נרחב,238,33456,1320,קריטית,כן
02/04/2024,איטליה,אירופה,הוריקן,דרגה 4,12198,הרס נרחב,284,2684,1249,קריטית,כן
18/07/2019,יפן,אסיה,הוריקן,דרגה 1,6509,הרס נרחב,241,39088,1829,קריטית,כן
27/02/2007,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,1238,הרס נרחב,247,44211,1353,קריטית,כן
18/08/2003,אינדונזיה,אסיה,הוריקן,דרגה 1,11056,הרס נרחב,289,37522,898,קריטית,כן
06/12/2010,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,5523,הרס נרחב,282,28878,1253,קריטית,כן
28/10/2015,הודו,אסיה,הוריקן,דרגה 2,1340,הרס נרחב,257,12808,937,קריטית,כן
23/01/2001,אינדונזיה,אסיה,הוריקן,דרגה 2,8585,הרס נרחב,68,9872,1837,קריטית,כן
11/03/2004,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,4817,הרס נרחב,101,43629,1493,קריטית,כן
09/06/2005,קנדה,צפון אמריקה,הוריקן,דרגה 1,1599,הרס נרחב,20,4040,1398,קריטית,כן
13/06/2010,קנדה,צפון אמריקה,הוריקן,דרגה 2,10525,הרס נרחב,126,37467,1412,קריטית,כן
22/03/2025,טורקיה,אירופה,הוריקן,דרגה 4,12658,הרס נרחב,22,45884,1377,קריטית,כן
06/12/2022,יפן,אסיה,הוריקן,דרגה 2,10506,הרס נרחב,191,46886,622,קריטית,כן
03/02/2022,איטליה,אירופה,הוריקן,דרגה 1,2364,הרס נרחב,40,36517,1531,קריטית,כן
16/02/2022,טורקיה,אירופה,הוריקן,דרגה 4,8317,הרס נרחב,239,41450,1441,קריטית,כן
18/02/2015,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,7571,הרס נרחב,210,14926,1997,קריטית,כן
